Animal_ID,Group,Day,Temperature_C,Heart_Rate_bpm,Resp_Rate_bpm,Clinical_VAS_0_10,Vulvar_Discharge_VAS_0_3,TLC_per_uL,Neutrophils_per_uL,BUN_mg_dL,Creatinine_mg_dL,ALP_U_L,ALT_U_L,Total_Protein_g_dL,Albumin_g_dL,Globulin_g_dL,Uterine_Diameter_mm,Progesterone_ng_mL
PY001,G4_OHE,0,38.70484742226525,141.359410445384,18.29819658494952,5.769964734541407,1.123554317406004,20.93106859117735,15.00387680490574,34.29012180582745,1.49953660743787,392.834369733266,121.605976324205,7.012400749148219,2.106066307089918,4.9063344420583,16.93066975589267,14.6900838004396
PY001,G4_OHE,3,38.56962349232511,142.2946271704048,21.37742466045297,2.939604738290979,0.2720855942978372,15.9685896482579,13.39472148897879,32.38243968788552,1.422295197796395,368.0527397452567,119.2988064958085,7.091001614787477,2.235675612376446,4.855326002411031,,0.2668872497771982
PY001,G4_OHE,7,38.23140596060696,129.7333346541962,17.01771941575052,1.618526177155844,0.0,15.25815836813114,11.6777940930704,32.74176899146859,1.414742481155482,326.1560724896095,114.8465901424072,7.250803275388127,2.436570214716205,4.814233060671922,,0.1601652680738808
PY001,G4_OHE,14,38.18519007246466,129.7410274451224,15.42447352096189,0.5775451281690247,0.0,16.11052084575444,10.44521377331535,28.704708395569,1.329851472688676,334.0579219309122,108.5643256279165,7.267417702983336,2.353145210332953,4.914272492650383,,0.1679554032610458
PY002,G3_Aglepristone_PGF2a,0,39.1018955038094,127.6837072030835,29.35731886423888,5.418787194023777,1.677726240648231,19.6275482686588,17.25983190478082,21.96640504430303,1.044594520722002,363.1555669165184,94.62629106909057,6.727309922119995,2.975259950989577,3.752049971130418,17.6340591200043,22.85082294396333
PY002,G3_Aglepristone_PGF2a,3,38.85536057023534,120.3146828982008,27.18968524468555,2.701729933187637,0.9955417661292418,16.96324487095999,14.61106854660714,20.9398590835022,0.9692621135501425,336.6644345549051,73.32569415195536,6.732452904984706,3.127992520792955,3.604460384191751,13.72150452188078,9.52116613988888
PY002,G3_Aglepristone_PGF2a,7,38.73646268322004,116.5082813334854,24.92677077819094,1.857547026739305,0.6164748570952491,13.71824828335824,13.20325717370974,18.16626695433355,0.9406512304413707,326.3749222706593,82.65891353486938,6.888513281798772,3.150016621581895,3.738496660216877,12.58497840174738,4.398733571332095
PY002,G3_Aglepristone_PGF2a,14,38.57223824603803,108.2371495367246,24.4374296387286,0.3179198988419757,0.3286656201738498,13.97133352720973,12.14237105230288,17.62504036629538,0.8879801134395346,311.3694638426301,76.72724785848843,7.058010466944864,3.177365222711329,3.880645244233535,10.54453506497414,3.069214519981483
PY003,G3_Aglepristone_PGF2a,0,39.81294202980403,114.2914788731378,28.18450482712412,6.516485310649143,2.171170663406255,27.48922289021737,12.60231793554059,16.29627807542077,1.144088914470035,347.6942557034553,96.8069530019805,6.967813469145087,3.288108808850088,3.679704660294999,12.83014099391487,11.50681978799222
PY003,G3_Aglepristone_PGF2a,3,39.59527247926242,110.3910742123145,24.61079169785679,3.556541703549214,1.538167387901365,24.13310783809208,11.88384298182254,14.39703872350101,1.05252874516045,293.3350530553964,86.07493113679277,7.251851702273335,3.4414615916221,3.810390110651235,8.752668953366292,4.741572905006145
